# CVN-73 geometry register — deck coverage bands and surveyed extents.
# deck,<deck_code>,<lo_frame>,<hi_frame>   space,<compartment_no>,<fwd_frame>,<aft_frame>
# ILLUSTRATIVE: extents follow the generated register; the bands trim the plates at bow and stern.
space,1-193-2-Q,193,199
space,1-208-1-Q,208,214
space,1-208-2-Q,208,212
space,1-224-1-Q,224,227
space,1-224-2-Q,224,230
space,1-234-0-Q,234,264
space,1-238-1-Q,238,250
space,1-252-2-Q,252,260
space,2-18-1-L,18,20
space,2-18-2-L,18,20
space,2-24-0-T,24,44
space,2-31-1-L,31,33
space,2-32-2-L,32,35
space,2-40-0-Q,40,52
space,2-41-0-Q,41,45
space,2-42-1-L,42,44
space,2-44-2-L,44,47
space,2-48-0-T,48,68
space,2-55-1-L,55,59
space,2-55-2-L,55,61
space,2-62-0-L,62,92
space,2-66-1-L,66,74
space,2-68-2-L,68,71
space,2-72-0-T,72,92
space,2-78-1-L,78,83
space,2-79-2-L,79,87
space,2-91-1-L,91,94
space,2-91-2-L,91,95
space,2-96-0-T,96,116
space,2-100-0-Q,100,104
space,2-106-0-Q,106,126
space,2-120-0-T,120,140
space,2-126-0-Q,126,132
space,2-132-0-L,132,172
space,2-140-1-L,140,154
space,2-140-2-Q,140,148
space,2-144-0-T,144,164
space,2-150-2-Q,150,154
space,2-152-0-Q,152,160
space,2-154-1-L,154,162
space,2-156-2-L,156,164
space,2-160-0-Q,160,164
space,2-160-1-Q,160,168
space,2-160-2-Q,160,168
space,2-162-1-Q,162,166
space,2-166-1-L,166,172
space,2-166-2-Q,166,170
space,2-168-0-T,168,188
space,2-176-0-L,176,192
space,2-176-0-Q,176,184
space,2-186-1-L,186,192
space,2-188-2-L,188,191
space,2-192-0-T,192,212
space,2-196-0-Q,196,210
space,2-198-1-L,198,201
space,2-199-2-L,199,203
space,2-210-2-L,210,213
space,2-212-0-Q,212,222
space,2-212-1-L,212,216
space,2-216-0-T,216,236
space,2-220-0-Q,220,224
space,2-223-1-L,223,227
space,2-224-0-Q,224,234
space,2-224-2-L,224,229
space,2-234-1-L,234,236
space,2-234-2-L,234,240
space,2-240-0-T,240,260
space,2-248-1-L,248,256
space,2-248-2-L,248,250
space,3-20-1-L,20,26
space,3-22-2-L,22,27
space,3-30-3-T,30,32
space,3-31-2-L,31,37
space,3-32-1-L,32,38
space,3-40-0-C,40,48
space,3-40-1-L,40,48
space,3-42-2-L,42,46
space,3-50-1-L,50,53
space,3-50-2-L,50,53
space,3-60-0-A,60,70
space,3-60-1-L,60,64
space,3-60-2-L,60,62
space,3-70-1-L,70,73
space,3-70-3-T,70,72
space,3-72-0-A,72,84
space,3-72-2-L,72,75
space,3-80-1-L,80,84
space,3-82-2-L,82,84
space,3-91-2-L,91,96
space,3-92-1-L,92,98
space,3-96-1-E,96,104
space,3-100-0-T,100,190
space,3-108-0-A,108,118
space,3-110-3-T,110,112
space,3-120-0-L,120,128
space,3-128-2-E,128,136
space,3-140-0-Q,140,144
space,3-148-0-L,148,158
space,3-148-2-E,148,156
space,3-150-3-T,150,152
space,3-152-0-Q,152,156
space,3-156-2-Q,156,166
space,3-160-2-Q,160,164
space,3-164-2-Q,164,170
space,3-172-0-M,172,180
space,3-172-1-E,172,180
space,3-184-0-Q,184,192
space,3-185-0-L,185,195
space,3-190-3-T,190,192
space,3-192-1-L,192,196
space,3-192-2-E,192,198
space,3-192-2-L,192,195
space,3-201-1-L,201,205
space,3-202-2-L,202,207
space,3-204-2-E,204,212
space,3-212-1-L,212,218
space,3-212-2-L,212,220
space,3-220-1-L,220,224
space,3-220-2-L,220,226
space,3-230-0-A,230,242
space,3-230-2-L,230,233
space,3-230-3-T,230,232
space,3-231-1-L,231,235
space,3-241-1-L,241,247
space,3-241-2-L,241,245
space,3-246-0-Q,246,252
space,3-251-1-L,251,255
space,3-251-2-L,251,255
space,4-12-0-V,12,22
space,4-30-1-J,30,36
space,4-30-2-J,30,36
space,4-40-1-E,40,50
space,4-40-2-E,40,50
space,4-52-0-Q,52,60
space,4-60-1-M,60,72
space,4-60-2-M,60,72
space,4-63-3-Q,63,69
space,4-63-4-Q,63,65
space,4-72-3-Q,72,78
space,4-72-4-Q,72,76
space,4-74-0-Q,74,82
space,4-83-3-Q,83,86
space,4-83-4-Q,83,87
space,4-84-0-T,84,96
space,4-92-3-Q,92,96
space,4-92-4-Q,92,94
space,4-96-0-E,96,116
space,4-100-1-E,100,108
space,4-102-2-E,102,110
space,4-110-2-W,110,116
space,4-116-0-E,116,140
space,4-118-1-Q,118,128
space,4-120-4-Q,120,124
space,4-130-1-E,130,140
space,4-140-0-E,140,152
space,4-141-0-C,141,147
space,4-149-2-Q,149,155
space,4-152-0-E,152,176
space,4-154-1-Q,154,164
space,4-160-2-Q,160,168
space,4-164-2-Q,164,168
space,4-166-1-E,166,176
space,4-176-0-E,176,192
space,4-180-2-E,180,188
space,4-184-1-E,184,192
space,4-192-0-Q,192,204
space,4-201-3-Q,201,204
space,4-201-4-Q,201,203
space,4-204-1-Q,204,212
space,4-204-2-Q,204,212
space,4-212-3-Q,212,216
space,4-212-4-Q,212,217
space,4-214-0-T,214,234
space,4-220-1-J,220,226
space,4-220-2-J,220,226
space,4-224-3-Q,224,228
space,4-224-4-Q,224,228
space,4-228-1-M,228,238
space,4-228-2-M,228,238
space,4-236-1-E,236,246
space,4-236-2-E,236,246
space,4-236-3-Q,236,242
space,4-237-4-Q,237,239
space,4-248-1-E,248,260
space,4-248-2-E,248,260
space,5-24-0-Q,24,32
space,5-30-3-V,30,36
space,5-31-4-V,31,35
space,5-42-3-V,42,46
space,5-43-4-V,43,51
space,5-44-0-Q,44,52
space,5-54-3-V,54,58
space,5-54-4-V,54,59
space,5-60-1-M,60,72
space,5-60-2-M,60,72
space,5-66-3-V,66,72
space,5-67-4-V,67,70
space,5-76-0-M,76,88
space,5-78-3-V,78,84
space,5-79-4-V,79,85
space,5-91-3-V,91,99
space,5-91-4-V,91,94
space,5-96-0-E,96,116
space,5-116-0-E,116,140
space,5-130-1-Q,130,138
space,5-140-0-E,140,152
space,5-152-0-E,152,176
space,5-166-2-Q,166,174
space,5-176-0-E,176,192
space,5-192-0-Q,192,200
space,5-196-1-Q,196,236
space,5-196-2-Q,196,236
space,5-200-3-V,200,205
space,5-201-4-V,201,205
space,5-212-1-Q,212,252
space,5-212-2-Q,212,252
space,5-212-3-V,212,218
space,5-213-4-V,213,216
space,5-224-3-V,224,226
space,5-224-4-V,224,228
space,5-228-1-M,228,238
space,5-228-2-M,228,238
space,5-236-3-V,236,238
space,5-236-4-V,236,239
space,5-240-0-Q,240,248
space,6-24-3-V,24,27
space,6-24-4-V,24,28
space,6-39-3-V,39,42
space,6-39-4-V,39,41
space,6-40-0-M,40,52
space,6-52-3-V,52,56
space,6-53-4-V,53,59
space,6-56-1-J,56,64
space,6-56-2-J,56,64
space,6-67-3-V,67,70
space,6-67-4-V,67,75
space,6-72-0-Q,72,80
space,6-80-4-V,80,84
space,6-81-3-V,81,84
space,6-100-1-Q,100,106
space,6-100-2-Q,100,106
space,6-130-0-Q,130,140
space,6-166-0-Q,166,176
space,6-180-1-Q,180,186
space,6-180-2-Q,180,186
space,6-191-3-V,191,197
space,6-191-4-V,191,194
space,6-200-0-Q,200,208
space,6-205-3-V,205,209
space,6-205-4-V,205,207
space,6-216-1-J,216,224
space,6-216-2-J,216,224
space,6-218-4-V,218,222
space,6-219-3-V,219,224
space,6-232-4-V,232,240
space,6-233-3-V,233,236
space,6-236-0-M,236,248
space,6-247-3-V,247,251
space,6-247-4-V,247,251
space,7-32-1-J,32,46
space,7-32-2-J,32,46
space,7-40-0-V,40,52
space,7-48-1-J,48,62
space,7-48-2-J,48,62
space,7-64-1-J,64,78
space,7-64-2-J,64,78
space,7-80-1-J,80,94
space,7-80-2-J,80,94
space,7-96-1-J,96,110
space,7-96-2-J,96,110
space,7-116-0-E,116,140
space,7-140-0-V,140,152
space,7-152-0-E,152,176
space,7-180-1-W,180,194
space,7-180-2-W,180,194
space,7-196-1-W,196,210
space,7-196-2-W,196,210
space,7-212-1-W,212,226
space,7-212-2-W,212,226
space,7-228-1-W,228,242
space,7-228-2-W,228,242
space,7-244-0-V,244,256
space,8-36-1-W,36,54
space,8-36-2-W,36,54
space,8-56-1-W,56,74
space,8-56-2-W,56,74
space,8-76-1-W,76,94
space,8-76-2-W,76,94
space,8-96-1-W,96,114
space,8-96-2-W,96,114
space,8-116-0-V,116,140
space,8-152-0-V,152,176
space,8-176-1-V,176,194
space,8-176-2-V,176,194
space,8-196-1-V,196,214
space,8-196-2-V,196,214
space,8-216-1-V,216,234
space,8-216-2-V,216,234
